"","age","sex","educ","province","n","logodds_estimate_lib","estimate_lib","logodds_estimate_conservative","estimate_conservative","logodds_estimate_ndp","estimate_ndp","logodds_estimate_bloc","estimate_bloc","logodds_estimate_green","estimate_green","logodds_estimate_people","estimate_people","logodds_estimate_other","estimate_other"
"998",36,"Female","Highschool Diploma","Prince Edward Island",1,-0.714103146374577,0.32869282957039,-1.53024590350081,0.177957710018394,-1.44467996072014,0.190821675819813,-17.3900950825194,2.80270671285354e-08,-0.770058970611156,0.316466349874327,-3.67416412475834,0.0247428619848634,-5.04977384292215,0.00636994677897498
"999",36,"Female","Highschool Diploma","Quebec",8,-0.782117858449273,0.313863618671995,-1.87735522466982,0.132692953347934,-1.53538094249903,0.17720775336406,-1.50405286109845,0.18182183178222,-2.15281469563856,0.104068493226308,-3.67416412475834,0.0247428619848634,-5.04977384292215,0.00636994677897498
"1000",36,"Female","Highschool Diploma","Saskatchewan",5,-1.85042116661295,0.135823454808265,-0.245813839988333,0.438854122515283,-0.63856885665267,0.345570122913134,-17.3963654673209,2.78518764681129e-08,-2.5628541800717,0.0715676621191196,-3.67416412475834,0.0247428619848634,-5.04977384292215,0.00636994677897498
"1001",36,"Female","No Highschool Diploma","British Columbia",1,-1.21679772908222,0.228500481686667,-1.15603680066403,0.239388164814562,-0.644588699975029,0.344209995380722,-17.1034300622579,3.73314351581803e-08,-1.49304285332408,0.183465450982871,-3.17266987943776,0.0402072565093887,-5.5077789036498,0.00403872670773008
"1002",36,"Female","No Highschool Diploma","Manitoba",1,-1.23585152556992,0.225158913143,-0.678354550857784,0.336628648684505,-0.867456010440731,0.295783928893656,-17.0884590763164,3.78945280385818e-08,-2.05359930011426,0.113689196937634,-3.17266987943776,0.0402072565093887,-5.5077789036498,0.00403872670773008
"1003",36,"Female","No Highschool Diploma","Nova Scotia",1,-0.613315865157571,0.351303175810135,-1.51871585101793,0.179650694713757,-1.11579664246688,0.246791795342423,-17.084586082775,3.80415778730605e-08,-1.5812204949087,0.170622699625225,-3.17266987943776,0.0402072565093887,-5.5077789036498,0.00403872670773008
"1004",36,"Female","No Highschool Diploma","Quebec",1,-0.966883346484313,0.275502153024535,-1.92117432204601,0.127730671378485,-1.41460726081235,0.195508387266754,-1.19390468094962,0.232561314175475,-2.15264833796811,0.104084005144711,-3.17266987943776,0.0402072565093887,-5.5077789036498,0.00403872670773008
"1005",36,"Female","Undergraduate Degree","Alberta",11,-1.30797952208563,0.212825139594489,0.0478707164765193,0.511965394209469,-1.59845042637669,0.168198300590164,-17.6571167441428,2.14591058693132e-08,-2.80571272645574,0.057016250476772,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1006",36,"Female","Undergraduate Degree","British Columbia",7,-0.642598088238047,0.344659474364803,-1.30900134426168,0.212654003346092,-0.886558990209808,0.291820441143779,-17.6590196826859,2.14183093394845e-08,-1.57958237818137,0.170854635587493,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1007",36,"Female","Undergraduate Degree","Manitoba",7,-0.661651884725749,0.340368636239282,-0.831319094455434,0.303366226853814,-1.10942630067551,0.24797785931822,-17.6440486967444,2.17413748107961e-08,-2.14013882497155,0.105256314627974,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1008",36,"Female","Undergraduate Degree","New Brunswick",6,-0.292966724313114,0.427277719469449,-1.44158153274337,0.191300558624303,-1.75532471991577,0.147376853078237,-17.6390340400932,2.18506741585209e-08,-1.18162311336369,0.234760481646962,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1009",36,"Female","Undergraduate Degree","Newfoundland and Labrador",5,0.0725768337889706,0.518136248244707,-1.66115803698022,0.159606605501103,-0.855748863252015,0.298228294480581,-17.6376904308364,2.18800526581391e-08,-2.99582204587215,0.0476149764774385,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1010",36,"Female","Undergraduate Degree","Nova Scotia",4,-0.0391162243133962,0.490222190624928,-1.67168039461558,0.158200267196323,-1.35776693270166,0.204603473935407,-17.640175703203,2.1825742285062e-08,-1.66776001976598,0.158723054908467,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1011",36,"Female","Undergraduate Degree","Ontario",31,-0.228348069326129,0.443159752624183,-1.27669107894775,0.218114001540632,-1.17399521752353,0.236133589303115,-17.705536116442,2.04448230747032e-08,-2.16978902665456,0.102496439448592,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1012",36,"Female","Undergraduate Degree","Prince Edward Island",3,-0.324668993565443,0.419538301676665,-1.72702954447466,0.150967928054612,-1.56587656926825,0.172805014129058,-17.6355365227986,2.19272310691322e-08,-0.856432137797998,0.29808531291298,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1013",36,"Female","Undergraduate Degree","Quebec",20,-0.392683705640138,0.403071420485219,-2.07413886564366,0.111635913192942,-1.65657755104713,0.160221955140887,-1.74949430137762,0.148110992760065,-2.2391878628254,0.0962861867881093,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1014",36,"Female","Undergraduate Degree","Saskatchewan",8,-1.46098701380382,0.188316410442714,-0.442597480962177,0.391122215877709,-0.759765465200776,0.318697188419992,-17.6418069076001,2.17901690605422e-08,-2.64922734725854,0.066036647498346,-4.18742355018313,0.0149582129985212,-5.3476940691859,0.00473657066766795
"1015",36,"Male","Graduate Degree","Alberta",3,-1.3436197078146,0.206915429133921,0.222876210189385,0.555489544421255,-2.00546218723605,0.118630619204212,-17.6321044265457,2.20026167264814e-08,-2.78300780644312,0.0582493388503316,-3.42451206060121,0.0315381227100161,-5.01971592710396,0.00656304502159605
"1016",36,"Male","Graduate Degree","Newfoundland and Labrador",1,0.0369366480600016,0.509233112298656,-1.48615254326735,0.184499912028176,-1.26276062411138,0.220499032232514,-17.6126781132393,2.24342251498728e-08,-2.97311712585954,0.0486552346166335,-3.42451206060121,0.0315381227100161,-5.01971592710396,0.00656304502159605
"1017",36,"Male","Graduate Degree","Ontario",3,-0.263988255055098,0.434383560732959,-1.10168558523488,0.249424199748175,-1.58100697838289,0.17065291660059,-17.6805237988449,2.09626444319029e-08,-2.14708410664194,0.104604016864811,-3.42451206060121,0.0315381227100161,-5.01971592710396,0.00656304502159605
"1018",36,"Male","Graduate Degree","Quebec",6,-0.428323891369107,0.394526641776306,-1.8991333719308,0.130206590998523,-2.06358931190649,0.112686441975819,-1.72448198378054,0.151294756187573,-2.21648294281278,0.0982800496384441,-3.42451206060121,0.0315381227100161,-5.01971592710396,0.00656304502159605
"1019",36,"Male","Graduate Degree","Saskatchewan",1,-1.49662719953279,0.182929103944609,-0.267591987249311,0.433498353892622,-1.16677722606014,0.237438009746215,-17.616794590003,2.2342065003087e-08,-2.62652242724592,0.0674508654835253,-3.42451206060121,0.0315381227100161,-5.01971592710396,0.00656304502159605
"1020",36,"Male","Highschool Diploma","Alberta",7,-1.7964124241546,0.142288339520618,0.624111818854341,0.65115313899056,-1.93551848425062,0.126141024499125,-17.3635026230393,2.87823739777988e-08,-2.89809780024055,0.0522476757469394,-3.1154801791238,0.0424732098543478,-4.82167827829151,0.00798892330163568
"1021",36,"Male","Highschool Diploma","British Columbia",8,-1.13103099030702,0.24397088548559,-0.732760241883862,0.324589303840102,-1.22362704808374,0.227298787419772,-17.3654055615824,2.87276549705347e-08,-1.67196745196619,0.158162042674935,-3.1154801791238,0.0424732098543478,-4.82167827829151,0.00798892330163568
"1022",36,"Male","Highschool Diploma","Manitoba",6,-1.15008478679472,0.240473596737321,-0.255077992077612,0.436574029374235,-1.44649435854944,0.190541674043951,-17.3504345756409,2.91609717733116e-08,-2.23252389875636,0.0968676147518954,-3.1154801791238,0.0424732098543478,-4.82167827829151,0.00798892330163568
