"","age","sex","educ","province","vote_liberal","vote_conservative","vote_ndp","vote_bloc","vote_green","vote_people","vote_other"
"8090",52,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8091",25,"Male","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"8092",61,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8093",33,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"8094",39,"Male","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"8095",64,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8096",43,"Female","Highschool Diploma","Nova Scotia",0,0,0,0,1,0,0
"8097",50,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8098",70,"Male","Undergraduate Degree","Manitoba",0,0,1,0,0,0,0
"8099",52,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8100",56,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8101",61,"Female",NA,"British Columbia",0,0,0,0,1,0,0
"8102",57,"Male","Graduate Degree","Alberta",1,0,0,0,0,0,0
"8103",52,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8104",55,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"8105",64,"Female","Graduate Degree","Saskatchewan",0,1,0,0,0,0,0
"8106",26,"Female","Highschool Diploma","Saskatchewan",0,0,0,0,0,1,0
"8107",71,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8108",30,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8109",31,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8110",38,"Male","Undergraduate Degree","Quebec",0,1,0,0,0,0,0
"8111",30,"Female",NA,"Quebec",1,0,0,0,0,0,0
"8112",63,"Female","Graduate Degree","Quebec",0,1,0,0,0,0,0
"8113",57,"Male",NA,"Ontario",1,0,0,0,0,0,0
"8114",36,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8115",46,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8116",68,"Male",NA,"Ontario",1,0,0,0,0,0,0
"8117",30,"Female",NA,"Ontario",0,0,1,0,0,0,0
"8118",71,"Male","No Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"8119",41,"Female","Graduate Degree","Quebec",1,0,0,0,0,0,0
"8120",70,"Male",NA,"Quebec",0,1,0,0,0,0,0
"8121",29,"Female",NA,"Alberta",1,0,0,0,0,0,0
"8122",58,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8123",63,"Male","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8124",46,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8125",28,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8126",41,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8127",46,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8128",35,"Female","Undergraduate Degree","Saskatchewan",0,0,1,0,0,0,0
"8129",60,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"8130",71,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"8131",55,"Female","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8132",76,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8133",62,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8134",40,"Male","Graduate Degree","New Brunswick",0,0,0,0,1,0,0
"8135",40,"Female",NA,"Quebec",0,1,0,0,0,0,0
"8136",60,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8137",54,"Male","Highschool Diploma","Prince Edward Island",0,1,0,0,0,0,0
"8138",68,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8139",51,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8140",43,"Female","Graduate Degree","New Brunswick",0,1,0,0,0,0,0
"8141",60,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8142",59,"Female","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8143",51,"Male",NA,"Alberta",0,1,0,0,0,0,0
"8144",54,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8145",62,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8146",40,"Male",NA,"New Brunswick",1,0,0,0,0,0,0
"8147",45,"Female","Graduate Degree","Quebec",1,0,0,0,0,0,0
"8148",35,"Female",NA,"Manitoba",0,1,0,0,0,0,0
"8149",55,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8150",28,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8151",37,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"8152",46,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8153",40,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"8154",37,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"8155",60,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8156",45,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"8157",24,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"8158",28,"Male","Graduate Degree","British Columbia",0,0,1,0,0,0,0
"8159",43,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8160",58,"Female","No Highschool Diploma","British Columbia",0,0,0,0,0,1,0
"8161",48,"Female",NA,"Quebec",0,0,1,0,0,0,0
"8162",52,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8163",28,"Male","Graduate Degree","British Columbia",0,1,0,0,0,0,0
"8164",61,"Female",NA,"British Columbia",1,0,0,0,0,0,0
"8165",69,"Male","Graduate Degree","Alberta",0,1,0,0,0,0,0
"8166",40,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8167",45,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8168",65,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"8169",75,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8170",65,"Female","Undergraduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8171",30,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8172",83,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8173",19,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8174",59,"Male","No Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8175",59,"Male","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"8176",55,"Male","Undergraduate Degree","Manitoba",1,0,0,0,0,0,0
"8177",61,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8178",41,"Female",NA,"British Columbia",0,0,0,0,1,0,0
"8179",54,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8180",70,"Male",NA,"Newfoundland and Labrador",0,1,0,0,0,0,0
"8181",56,"Male",NA,"Quebec",1,0,0,0,0,0,0
"8182",21,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"8183",39,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8184",62,"Female","Undergraduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8185",38,"Male","Highschool Diploma","Newfoundland and Labrador",1,0,0,0,0,0,0
"8186",26,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"8187",55,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8188",40,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8189",39,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8190",50,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"8191",45,"Male","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"8192",52,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8193",44,"Male",NA,"Alberta",0,1,0,0,0,0,0
"8194",59,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"8195",54,"Female",NA,"Ontario",0,0,0,0,1,0,0
"8196",73,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"8197",58,"Female",NA,"Quebec",1,0,0,0,0,0,0
"8198",49,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8199",45,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"8200",78,"Male",NA,"Nova Scotia",1,0,0,0,0,0,0
"8201",46,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8202",67,"Female","Highschool Diploma","Manitoba",1,0,0,0,0,0,0
"8203",36,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8204",50,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8205",42,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8206",70,"Female",NA,"Nova Scotia",1,0,0,0,0,0,0
"8207",49,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"8208",52,"Female",NA,"Alberta",0,1,0,0,0,0,0
"8209",63,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8210",50,"Female","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"8211",65,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8212",54,"Female","No Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"8213",39,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"8214",59,"Female","Graduate Degree","Manitoba",0,1,0,0,0,0,0
"8215",47,"Male","Undergraduate Degree","Manitoba",1,0,0,0,0,0,0
"8216",70,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8217",51,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"8218",36,"Female","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8219",50,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"8220",68,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8221",52,"Male",NA,"New Brunswick",0,0,0,0,1,0,0
"8222",39,"Female",NA,"Alberta",0,1,0,0,0,0,0
"8223",54,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"8224",30,"Female",NA,"Quebec",1,0,0,0,0,0,0
"8225",43,"Male","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"8226",41,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"8227",43,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"8228",72,"Female","Highschool Diploma","Saskatchewan",1,0,0,0,0,0,0
"8229",68,"Female","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"8230",59,"Female",NA,"Alberta",0,1,0,0,0,0,0
"8231",84,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"8232",58,"Female","Highschool Diploma","Alberta",0,0,0,0,1,0,0
"8233",28,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8234",40,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8235",24,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8236",53,"Female","Undergraduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8237",73,"Male","Graduate Degree","Alberta",0,1,0,0,0,0,0
"8238",51,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"8239",49,"Male","Graduate Degree","Quebec",0,1,0,0,0,0,0
"8240",74,"Male","Graduate Degree","Nova Scotia",0,0,1,0,0,0,0
"8241",72,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8242",47,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8243",77,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8244",72,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"8245",70,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8246",51,"Male",NA,"Quebec",0,0,0,1,0,0,0
"8247",34,"Female",NA,"Alberta",0,0,0,0,1,0,0
"8248",28,"Male","Highschool Diploma","Quebec",0,0,1,0,0,0,0
"8249",39,"Female",NA,"Quebec",0,1,0,0,0,0,0
"8250",46,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8251",30,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"8252",66,"Female",NA,"British Columbia",1,0,0,0,0,0,0
"8253",69,"Male",NA,"Quebec",1,0,0,0,0,0,0
"8254",52,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8255",51,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8256",44,"Female",NA,"British Columbia",0,1,0,0,0,0,0
"8257",62,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"8258",23,"Female","Undergraduate Degree","New Brunswick",0,1,0,0,0,0,0
"8259",60,"Male",NA,"Quebec",0,0,0,1,0,0,0
"8260",37,"Male",NA,"Quebec",0,0,1,0,0,0,0
"8261",57,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"8262",35,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8263",66,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8264",31,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8265",47,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8266",73,"Male","Undergraduate Degree","Quebec",0,1,0,0,0,0,0
"8267",38,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"8268",45,"Female","Graduate Degree","Alberta",1,0,0,0,0,0,0
"8269",67,"Male",NA,"Quebec",0,1,0,0,0,0,0
"8270",58,"Male",NA,"Alberta",1,0,0,0,0,0,0
"8271",33,"Female","Undergraduate Degree","British Columbia",0,0,0,0,1,0,0
"8272",60,"Female",NA,"British Columbia",0,0,1,0,0,0,0
"8273",79,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"8274",61,"Female",NA,"New Brunswick",1,0,0,0,0,0,0
"8275",30,"Female","Undergraduate Degree","Manitoba",0,1,0,0,0,0,0
"8276",41,"Female",NA,"Alberta",0,1,0,0,0,0,0
"8277",60,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8278",33,"Female","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"8279",47,"Female",NA,"Saskatchewan",0,0,1,0,0,0,0
"8280",33,"Female","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8281",73,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8282",64,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8283",47,"Male","Highschool Diploma","Newfoundland and Labrador",0,1,0,0,0,0,0
"8284",64,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"8285",78,"Male","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"8286",65,"Female",NA,"Ontario",0,0,0,0,0,1,0
"8287",71,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8288",65,"Female","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8289",59,"Female","Graduate Degree","British Columbia",0,0,0,0,1,0,0
"8290",64,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8291",48,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8292",73,"Female",NA,"Saskatchewan",0,1,0,0,0,0,0
"8293",60,"Male","Graduate Degree","Quebec",0,1,0,0,0,0,0
"8294",69,"Female",NA,"Ontario",0,0,0,0,1,0,0
"8295",67,"Female","Highschool Diploma","Saskatchewan",0,0,0,0,1,0,0
"8296",56,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8297",80,"Female","No Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"8298",50,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8299",68,"Female","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"8300",36,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"8301",70,"Female","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"8302",23,"Male","No Highschool Diploma","Quebec",0,0,0,0,1,0,0
"8303",35,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8304",35,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8305",57,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8306",55,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"8307",67,"Female","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"8308",52,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8309",32,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8310",56,"Female",NA,"British Columbia",0,0,1,0,0,0,0
"8311",63,"Male","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"8312",65,"Male","Graduate Degree","British Columbia",0,0,0,0,1,0,0
"8313",49,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8314",34,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8315",66,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8316",31,"Female","Undergraduate Degree","Nova Scotia",0,1,0,0,0,0,0
"8317",70,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"8318",45,"Female","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8319",49,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"8320",65,"Male","Highschool Diploma","Nova Scotia",0,1,0,0,0,0,0
"8321",59,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8322",54,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8323",67,"Male","Highschool Diploma","Quebec",0,0,1,0,0,0,0
"8324",56,"Male","No Highschool Diploma","Ontario",0,0,0,0,1,0,0
"8325",64,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"8326",58,"Male","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8327",25,"Male","No Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"8328",35,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8329",66,"Female","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8330",64,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8331",71,"Female","Highschool Diploma","New Brunswick",1,0,0,0,0,0,0
"8332",33,"Male",NA,"Ontario",1,0,0,0,0,0,0
"8333",64,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8334",54,"Male","Undergraduate Degree","Newfoundland and Labrador",1,0,0,0,0,0,0
"8335",72,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8336",64,"Male","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"8337",32,"Male","No Highschool Diploma","Quebec",0,0,0,0,1,0,0
"8338",55,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8339",36,"Male","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"8340",67,"Female","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"8341",46,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8342",29,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8343",36,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8344",51,"Male","Undergraduate Degree","Saskatchewan",1,0,0,0,0,0,0
"8345",45,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8346",60,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8347",30,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"8348",60,"Female",NA,"Quebec",1,0,0,0,0,0,0
"8349",59,"Female",NA,"Alberta",0,1,0,0,0,0,0
"8350",34,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8351",69,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8352",41,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8353",69,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8354",56,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8355",55,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8356",47,"Male","Highschool Diploma","Newfoundland and Labrador",1,0,0,0,0,0,0
"8357",61,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8358",44,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8359",51,"Male","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"8360",56,"Female","Graduate Degree","Ontario",0,0,0,0,1,0,0
"8361",40,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8362",57,"Male","Graduate Degree","Quebec",0,0,0,1,0,0,0
"8363",53,"Male","Undergraduate Degree","Quebec",0,1,0,0,0,0,0
"8364",46,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8365",42,"Female",NA,"Nova Scotia",1,0,0,0,0,0,0
"8366",54,"Male","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8367",61,"Male","Graduate Degree","Quebec",0,0,0,1,0,0,0
"8368",64,"Male",NA,"Nova Scotia",1,0,0,0,0,0,0
"8369",48,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8370",30,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"8371",33,"Female","Graduate Degree","Ontario",0,0,1,0,0,0,0
"8372",55,"Female","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"8373",30,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"8374",65,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8375",65,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8376",67,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8377",46,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8378",44,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8379",62,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8380",61,"Male","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8381",47,"Female",NA,"Ontario",0,0,1,0,0,0,0
"8382",52,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8383",57,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8384",59,"Female","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8385",57,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"8386",49,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8387",50,"Female","Highschool Diploma","Newfoundland and Labrador",1,0,0,0,0,0,0
"8388",47,"Female",NA,"New Brunswick",0,1,0,0,0,0,0
"8389",54,"Female","Highschool Diploma","New Brunswick",0,0,0,0,1,0,0
"8390",72,"Female","Undergraduate Degree","Quebec",0,0,0,0,1,0,0
"8391",58,"Male","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"8392",66,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8393",45,"Female","Highschool Diploma","Alberta",0,0,0,0,1,0,0
"8394",73,"Female",NA,"Ontario",1,0,0,0,0,0,0
"8395",56,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8396",52,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8397",38,"Female","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"8398",40,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"8399",51,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8400",54,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"8401",69,"Male","Undergraduate Degree","Quebec",0,0,0,0,1,0,0
"8402",46,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8403",56,"Female","Undergraduate Degree","Manitoba",0,1,0,0,0,0,0
"8404",30,"Male",NA,"Quebec",1,0,0,0,0,0,0
"8405",71,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8406",54,"Male","Graduate Degree","Newfoundland and Labrador",1,0,0,0,0,0,0
"8407",67,"Male","Undergraduate Degree","New Brunswick",0,1,0,0,0,0,0
"8408",42,"Male","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"8409",62,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"8410",71,"Female","Graduate Degree","Manitoba",1,0,0,0,0,0,0
"8411",58,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8412",68,"Female","Highschool Diploma","New Brunswick",0,0,1,0,0,0,0
"8413",53,"Male","Graduate Degree","Saskatchewan",0,1,0,0,0,0,0
"8414",63,"Female","Highschool Diploma","Ontario",0,0,0,0,0,0,1
"8415",69,"Female","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8416",47,"Male","Highschool Diploma","Nova Scotia",0,0,1,0,0,0,0
"8417",59,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"8418",63,"Male","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"8419",68,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"8420",64,"Male",NA,"Saskatchewan",0,0,1,0,0,0,0
"8421",39,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"8422",33,"Male","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"8423",63,"Female",NA,"Ontario",0,0,1,0,0,0,0
"8424",68,"Female",NA,"Ontario",0,0,0,0,1,0,0
"8425",51,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"8426",53,"Male",NA,"Alberta",0,1,0,0,0,0,0
"8427",80,"Male","Highschool Diploma","Prince Edward Island",0,0,0,0,1,0,0
"8428",19,"Female","No Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8429",76,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"8430",67,"Male","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"8431",67,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"8432",64,"Male","Graduate Degree","New Brunswick",1,0,0,0,0,0,0
"8433",74,"Male","Graduate Degree","New Brunswick",0,0,0,0,1,0,0
"8434",71,"Female",NA,"Quebec",1,0,0,0,0,0,0
"8435",66,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8436",64,"Female",NA,"Ontario",0,1,0,0,0,0,0
"8437",74,"Female",NA,"Nova Scotia",0,0,1,0,0,0,0
"8438",76,"Male",NA,"Alberta",0,1,0,0,0,0,0
"8439",51,"Female","No Highschool Diploma","Ontario",1,0,0,0,0,0,0
"8440",63,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"8441",54,"Male","Undergraduate Degree","Quebec",0,0,0,0,1,0,0
"8442",47,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"8443",62,"Female","No Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8444",46,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"8445",67,"Female","Graduate Degree","Quebec",0,0,0,1,0,0,0
"8446",70,"Male","Graduate Degree","New Brunswick",1,0,0,0,0,0,0
"8447",62,"Female",NA,"British Columbia",0,1,0,0,0,0,0
"8448",38,"Female",NA,"Quebec",0,0,1,0,0,0,0
"8449",66,"Male","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"8450",58,"Female","No Highschool Diploma","Nova Scotia",0,1,0,0,0,0,0
"8451",63,"Female","Highschool Diploma","Nova Scotia",0,1,0,0,0,0,0
"8452",43,"Male","Graduate Degree","Quebec",1,0,0,0,0,0,0
"8453",64,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"8454",61,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"8455",28,"Male",NA,"Ontario",1,0,0,0,0,0,0
"8456",20,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"8457",41,"Female","Highschool Diploma","Quebec",0,0,1,0,0,0,0
"8458",28,"Female",NA,"Manitoba",0,1,0,0,0,0,0
"8459",39,"Male","Undergraduate Degree","Ontario",0,0,0,0,0,1,0
