"","age","sex","educ","province","vote_liberal","vote_conservative","vote_ndp","vote_bloc","vote_green","vote_people","vote_other"
"16564",69,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16565",46,"Female",NA,"Newfoundland and Labrador",0,0,1,0,0,0,0
"16566",72,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16567",63,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16568",43,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16569",58,"Male",NA,"Alberta",0,1,0,0,0,0,0
"16570",57,"Female","No Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16571",48,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"16572",67,"Male","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"16573",65,"Female","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16574",69,"Male","No Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16575",62,"Male","Highschool Diploma","Newfoundland and Labrador",0,1,0,0,0,0,0
"16576",53,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16577",33,"Male","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16578",31,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"16579",31,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16580",67,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16581",39,"Male","Graduate Degree","Quebec",0,0,0,0,0,1,0
"16582",63,"Female","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"16583",47,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16584",32,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16585",67,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16586",23,"Female","Highschool Diploma","New Brunswick",0,0,0,0,1,0,0
"16587",50,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"16588",59,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16589",70,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16590",71,"Female",NA,"Newfoundland and Labrador",1,0,0,0,0,0,0
"16591",37,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16592",61,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16593",57,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"16594",44,"Male","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"16595",22,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16596",61,"Female",NA,"Ontario",0,1,0,0,0,0,0
"16597",63,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16598",68,"Male","Highschool Diploma","Newfoundland and Labrador",1,0,0,0,0,0,0
"16599",35,"Female","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"16600",26,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"16601",77,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16602",40,"Male","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"16603",39,"Female","No Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16604",38,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"16605",46,"Male",NA,"Nova Scotia",0,0,1,0,0,0,0
"16606",61,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16607",45,"Female","Undergraduate Degree","British Columbia",0,1,0,0,0,0,0
"16608",79,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16609",52,"Female",NA,"Manitoba",0,1,0,0,0,0,0
"16610",37,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"16611",75,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16612",59,"Female","Highschool Diploma","Quebec",0,0,0,1,0,0,0
"16613",60,"Female","Highschool Diploma","New Brunswick",1,0,0,0,0,0,0
"16614",55,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16615",59,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16616",42,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16617",26,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16618",63,"Male","Undergraduate Degree","New Brunswick",0,0,0,0,1,0,0
"16619",75,"Male","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"16620",61,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16621",57,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16622",49,"Male","Highschool Diploma","Ontario",0,0,0,0,0,0,1
"16623",63,"Male","Highschool Diploma","British Columbia",0,0,0,0,0,1,0
"16624",41,"Male","Graduate Degree","Quebec",0,0,0,1,0,0,0
"16625",46,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16626",40,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16627",65,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16628",47,"Male","Undergraduate Degree","New Brunswick",1,0,0,0,0,0,0
"16629",76,"Female",NA,"Ontario",0,1,0,0,0,0,0
"16630",72,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16631",33,"Male",NA,"Ontario",0,0,0,0,0,1,0
"16632",66,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16633",52,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16634",38,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16635",78,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16636",37,"Male","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"16637",62,"Male",NA,"Ontario",0,1,0,0,0,0,0
"16638",50,"Female",NA,"Alberta",0,1,0,0,0,0,0
"16639",44,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16640",67,"Female","Undergraduate Degree","British Columbia",0,1,0,0,0,0,0
"16641",38,"Male",NA,"New Brunswick",1,0,0,0,0,0,0
"16642",44,"Male",NA,"Ontario",1,0,0,0,0,0,0
"16643",69,"Male","Undergraduate Degree","British Columbia",0,0,0,0,1,0,0
"16644",46,"Female",NA,"Saskatchewan",0,1,0,0,0,0,0
"16645",57,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16646",71,"Male","Graduate Degree","Quebec",0,0,1,0,0,0,0
"16647",64,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16648",67,"Female","No Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16649",51,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"16650",36,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16651",27,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16652",32,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16653",42,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16654",38,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16655",36,"Female","Undergraduate Degree","Saskatchewan",0,0,0,0,1,0,0
"16656",52,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16657",54,"Male","Highschool Diploma","Quebec",0,1,0,0,0,0,0
"16658",49,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16659",55,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16660",57,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16661",50,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16662",76,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16663",38,"Female","Graduate Degree","Alberta",0,1,0,0,0,0,0
"16664",43,"Female",NA,"British Columbia",0,0,1,0,0,0,0
"16665",69,"Male","Graduate Degree","Alberta",0,0,0,0,1,0,0
"16666",82,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"16667",59,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16668",53,"Male","Graduate Degree","Alberta",0,1,0,0,0,0,0
"16669",49,"Female","Undergraduate Degree","Alberta",0,0,0,0,1,0,0
"16670",31,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"16671",65,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16672",36,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"16673",38,"Female","Undergraduate Degree","British Columbia",0,1,0,0,0,0,0
"16674",73,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16675",40,"Female","Highschool Diploma","Manitoba",0,0,1,0,0,0,0
"16676",47,"Female",NA,"British Columbia",0,1,0,0,0,0,0
"16677",50,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"16678",34,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16679",29,"Female","No Highschool Diploma","Alberta",0,0,0,0,1,0,0
"16680",62,"Female",NA,"Quebec",0,0,0,1,0,0,0
"16681",50,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16682",56,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16683",71,"Female",NA,"Ontario",0,1,0,0,0,0,0
"16684",71,"Male","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"16685",42,"Male","Highschool Diploma","New Brunswick",0,0,0,0,0,1,0
"16686",39,"Male","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"16687",65,"Male","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16688",19,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"16689",53,"Female","Undergraduate Degree","Nova Scotia",0,0,1,0,0,0,0
"16690",33,"Male","Graduate Degree","British Columbia",1,0,0,0,0,0,0
"16691",29,"Female",NA,"Quebec",0,0,1,0,0,0,0
"16692",45,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16693",22,"Female","Highschool Diploma","Newfoundland and Labrador",0,0,1,0,0,0,0
"16694",65,"Male","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"16695",46,"Female",NA,"Quebec",1,0,0,0,0,0,0
"16696",36,"Female","Undergraduate Degree","Manitoba",1,0,0,0,0,0,0
"16697",28,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"16698",66,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16699",66,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16700",36,"Male","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"16701",29,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"16702",58,"Female",NA,"Alberta",0,1,0,0,0,0,0
"16703",34,"Female","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"16704",26,"Male","Undergraduate Degree","British Columbia",0,0,1,0,0,0,0
"16705",57,"Male",NA,"Ontario",1,0,0,0,0,0,0
"16706",42,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"16707",27,"Female",NA,"Quebec",0,0,0,1,0,0,0
"16708",34,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16709",26,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16710",26,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16711",22,"Male","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"16712",60,"Male","No Highschool Diploma","Ontario",0,0,0,0,0,0,1
"16713",42,"Female",NA,"Alberta",0,0,0,0,1,0,0
"16714",63,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16715",43,"Female","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"16716",63,"Male",NA,"Ontario",0,0,1,0,0,0,0
"16717",22,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16718",74,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16719",30,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16720",69,"Female","Highschool Diploma","Manitoba",1,0,0,0,0,0,0
"16721",23,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16722",63,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16723",37,"Female","Graduate Degree","Ontario",0,0,1,0,0,0,0
"16724",56,"Female","Highschool Diploma","Alberta",0,0,1,0,0,0,0
"16725",37,"Male","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"16726",36,"Male","Highschool Diploma","Quebec",0,0,0,0,0,1,0
"16727",46,"Female",NA,"Saskatchewan",0,0,1,0,0,0,0
"16728",27,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16729",56,"Female","Graduate Degree","Quebec",0,0,0,1,0,0,0
"16730",29,"Female","Undergraduate Degree","Alberta",0,0,1,0,0,0,0
"16731",62,"Female","Graduate Degree","Alberta",0,1,0,0,0,0,0
"16732",33,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16733",46,"Male",NA,"British Columbia",1,0,0,0,0,0,0
"16734",56,"Female","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"16735",44,"Female",NA,"Ontario",0,0,0,0,1,0,0
"16736",56,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"16737",51,"Male","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16738",35,"Female","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"16739",33,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16740",45,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16741",74,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16742",52,"Female","Highschool Diploma","New Brunswick",0,0,0,0,1,0,0
"16743",26,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16744",30,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16745",61,"Female",NA,"British Columbia",0,1,0,0,0,0,0
"16746",50,"Male","No Highschool Diploma","British Columbia",0,0,0,0,0,1,0
"16747",54,"Female",NA,"New Brunswick",1,0,0,0,0,0,0
"16748",82,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"16749",53,"Female","No Highschool Diploma","Alberta",0,0,1,0,0,0,0
"16750",71,"Female",NA,"Ontario",0,1,0,0,0,0,0
"16751",34,"Female","Undergraduate Degree","Alberta",0,0,1,0,0,0,0
"16752",66,"Male","Undergraduate Degree","New Brunswick",0,1,0,0,0,0,0
"16753",33,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16754",61,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16755",61,"Female","Highschool Diploma","Saskatchewan",1,0,0,0,0,0,0
"16756",69,"Female","Undergraduate Degree","Manitoba",0,0,0,0,1,0,0
"16757",28,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16758",41,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16759",80,"Female","Highschool Diploma","Saskatchewan",0,0,1,0,0,0,0
"16760",31,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16761",55,"Female","Graduate Degree","Ontario",0,0,1,0,0,0,0
"16762",25,"Female","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16763",32,"Male","Highschool Diploma","New Brunswick",0,0,1,0,0,0,0
"16764",47,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"16765",37,"Female","Undergraduate Degree","Manitoba",1,0,0,0,0,0,0
"16766",27,"Female","No Highschool Diploma","Alberta",0,0,0,0,1,0,0
"16767",21,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16768",72,"Male","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"16769",53,"Female","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"16770",51,"Male","Highschool Diploma","Alberta",0,0,0,0,0,1,0
"16771",72,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16772",53,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16773",44,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16774",36,"Female","Graduate Degree","Nova Scotia",0,1,0,0,0,0,0
"16775",33,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16776",32,"Female","Highschool Diploma","Nova Scotia",0,0,0,0,1,0,0
"16777",48,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16778",31,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16779",60,"Female","Highschool Diploma","Quebec",0,0,0,0,1,0,0
"16780",27,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16781",23,"Male","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"16782",41,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16783",48,"Male",NA,"Alberta",1,0,0,0,0,0,0
"16784",19,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16785",43,"Female",NA,"Quebec",0,0,0,0,0,1,0
"16786",35,"Female","Undergraduate Degree","Nova Scotia",1,0,0,0,0,0,0
"16787",62,"Male","Highschool Diploma","Manitoba",0,1,0,0,0,0,0
"16788",53,"Male",NA,"Ontario",0,1,0,0,0,0,0
"16789",33,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"16790",42,"Male","Undergraduate Degree","New Brunswick",1,0,0,0,0,0,0
"16791",64,"Male","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"16792",34,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16793",75,"Female","Graduate Degree","Nova Scotia",1,0,0,0,0,0,0
"16794",36,"Female","Graduate Degree","Newfoundland and Labrador",0,0,0,0,0,1,0
"16795",54,"Male","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16796",24,"Female","Graduate Degree","Saskatchewan",0,0,0,0,1,0,0
"16797",37,"Female","Undergraduate Degree","New Brunswick",1,0,0,0,0,0,0
"16798",63,"Female",NA,"Quebec",0,1,0,0,0,0,0
"16799",57,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"16800",27,"Female",NA,"Alberta",1,0,0,0,0,0,0
"16801",50,"Male",NA,"Ontario",0,1,0,0,0,0,0
"16802",40,"Female",NA,"Manitoba",0,0,1,0,0,0,0
"16803",82,"Male","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"16804",68,"Female","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16805",54,"Male",NA,"Ontario",0,1,0,0,0,0,0
"16806",57,"Male","No Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16807",25,"Female","Highschool Diploma","British Columbia",0,1,0,0,0,0,0
"16808",36,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"16809",68,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16810",54,"Female","Highschool Diploma","Ontario",0,0,0,0,0,1,0
"16811",25,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16812",77,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16813",41,"Female",NA,"Alberta",0,1,0,0,0,0,0
"16814",39,"Male","No Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16815",31,"Female","Highschool Diploma","Quebec",0,0,1,0,0,0,0
"16816",57,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16817",42,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16818",92,"Male","No Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16819",72,"Male","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"16820",32,"Female","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16821",37,"Female",NA,"British Columbia",0,1,0,0,0,0,0
"16822",34,"Male","Graduate Degree","Ontario",0,0,0,0,1,0,0
"16823",56,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16824",43,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16825",64,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16826",71,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16827",54,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16828",67,"Female","Undergraduate Degree","Ontario",0,0,0,0,1,0,0
"16829",50,"Female","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"16830",35,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16831",53,"Female","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"16832",29,"Female","Undergraduate Degree","Ontario",0,0,0,0,0,1,0
"16833",60,"Female","No Highschool Diploma","Quebec",0,0,0,1,0,0,0
"16834",73,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16835",42,"Female","No Highschool Diploma","Nova Scotia",0,0,0,0,0,1,0
"16836",44,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16837",44,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16838",49,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16839",46,"Male","Undergraduate Degree","Saskatchewan",0,1,0,0,0,0,0
"16840",55,"Female",NA,"Manitoba",1,0,0,0,0,0,0
"16841",35,"Female","Undergraduate Degree","British Columbia",0,1,0,0,0,0,0
"16842",65,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16843",21,"Female","Undergraduate Degree","Ontario",0,0,0,0,0,1,0
"16844",71,"Female","Undergraduate Degree","British Columbia",0,1,0,0,0,0,0
"16845",34,"Male","Undergraduate Degree","British Columbia",1,0,0,0,0,0,0
"16846",64,"Male","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16847",36,"Male",NA,"Ontario",0,0,1,0,0,0,0
"16848",68,"Female",NA,"Alberta",1,0,0,0,0,0,0
"16849",47,"Female","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"16850",24,"Female","Graduate Degree","Ontario",0,0,0,0,1,0,0
"16851",53,"Male",NA,"Alberta",0,1,0,0,0,0,0
"16852",31,"Male","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16853",38,"Female",NA,"Ontario",1,0,0,0,0,0,0
"16854",43,"Female","Undergraduate Degree","New Brunswick",0,1,0,0,0,0,0
"16855",36,"Female","Highschool Diploma","Alberta",0,0,0,0,0,1,0
"16856",33,"Male",NA,"Alberta",0,1,0,0,0,0,0
"16857",62,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16858",42,"Female","Undergraduate Degree","Manitoba",0,0,1,0,0,0,0
"16859",32,"Female","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"16860",43,"Female",NA,"British Columbia",1,0,0,0,0,0,0
"16861",57,"Male","Undergraduate Degree","Ontario",0,0,1,0,0,0,0
"16862",47,"Female",NA,"Ontario",0,0,0,0,1,0,0
"16863",44,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"16864",38,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16865",63,"Female",NA,"British Columbia",0,0,1,0,0,0,0
"16866",22,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16867",65,"Male",NA,"Alberta",0,1,0,0,0,0,0
"16868",84,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16869",39,"Male","Graduate Degree","Ontario",1,0,0,0,0,0,0
"16870",26,"Female","Undergraduate Degree","Quebec",0,0,1,0,0,0,0
"16871",30,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16872",49,"Female","Undergraduate Degree","Quebec",0,0,0,1,0,0,0
"16873",36,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16874",63,"Male","Graduate Degree","Newfoundland and Labrador",1,0,0,0,0,0,0
"16875",30,"Female","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16876",37,"Male",NA,"Nova Scotia",1,0,0,0,0,0,0
"16877",37,"Female",NA,"Nova Scotia",0,0,1,0,0,0,0
"16878",39,"Female","Highschool Diploma","Nova Scotia",0,0,1,0,0,0,0
"16879",25,"Female","Highschool Diploma","Alberta",1,0,0,0,0,0,0
"16880",68,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16881",64,"Male","Graduate Degree","Ontario",0,1,0,0,0,0,0
"16882",36,"Male",NA,"Ontario",1,0,0,0,0,0,0
"16883",39,"Male",NA,"British Columbia",0,0,1,0,0,0,0
"16884",67,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16885",19,"Male","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16886",53,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16887",58,"Male","Highschool Diploma","British Columbia",0,0,1,0,0,0,0
"16888",19,"Female","Highschool Diploma","British Columbia",0,0,0,0,1,0,0
"16889",32,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16890",38,"Male",NA,"Manitoba",0,1,0,0,0,0,0
"16891",63,"Male","Undergraduate Degree","Alberta",0,1,0,0,0,0,0
"16892",56,"Female","Highschool Diploma","Saskatchewan",0,1,0,0,0,0,0
"16893",56,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16894",35,"Male",NA,"Quebec",0,1,0,0,0,0,0
"16895",23,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16896",27,"Male","Highschool Diploma","Alberta",0,0,0,0,1,0,0
"16897",50,"Male","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16898",58,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16899",33,"Female","Undergraduate Degree","British Columbia",0,0,1,0,0,0,0
"16900",53,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16901",44,"Female","Undergraduate Degree","Alberta",1,0,0,0,0,0,0
"16902",44,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16903",65,"Female","Highschool Diploma","Alberta",0,1,0,0,0,0,0
"16904",69,"Male","Highschool Diploma","Ontario",0,0,0,0,1,0,0
"16905",73,"Male","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"16906",59,"Female","Highschool Diploma","Quebec",1,0,0,0,0,0,0
"16907",26,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16908",70,"Male","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16909",34,"Female",NA,"Ontario",0,0,1,0,0,0,0
"16910",53,"Female","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"16911",49,"Female",NA,"Newfoundland and Labrador",0,0,1,0,0,0,0
"16912",54,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16913",55,"Female","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16914",55,"Female","Highschool Diploma","Ontario",0,1,0,0,0,0,0
"16915",27,"Female","Graduate Degree","Quebec",0,0,0,1,0,0,0
"16916",25,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16917",35,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16918",40,"Male","Undergraduate Degree","Ontario",1,0,0,0,0,0,0
"16919",43,"Female","Undergraduate Degree","Quebec",1,0,0,0,0,0,0
"16920",50,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16921",51,"Male","Highschool Diploma","British Columbia",1,0,0,0,0,0,0
"16922",32,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16923",35,"Male","Undergraduate Degree","British Columbia",0,0,1,0,0,0,0
"16924",20,"Female","Highschool Diploma","Ontario",0,0,1,0,0,0,0
"16925",42,"Male","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16926",83,"Male",NA,"British Columbia",0,1,0,0,0,0,0
"16927",29,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16928",60,"Male",NA,"Quebec",0,0,0,1,0,0,0
"16929",65,"Female","Highschool Diploma","Ontario",1,0,0,0,0,0,0
"16930",51,"Female","Undergraduate Degree","Ontario",0,1,0,0,0,0,0
"16931",49,"Female","Highschool Diploma","Nova Scotia",1,0,0,0,0,0,0
"16932",29,"Male","Graduate Degree","Ontario",0,0,1,0,0,0,0
